LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate,ParameterList,label
1047,06-30,19:49:52.144,626,3479,E,system_server,open_verbose:121: both vsock and goldfish_pipe paths failed,fcfaf1af,open_verbose:<*>: both vsock and goldfish_pipe paths failed,['121'],0
1048,06-30,19:49:52.146,440,3459,I,RanchuHwc,"validateDisplay: layer 30 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['30', '1']",0
1049,06-30,19:49:52.146,440,3459,I,RanchuHwc,"validateDisplay: layer 29 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['29', '1']",0
1050,06-30,19:49:52.165,626,3479,D,EGL_emulation,eglMakeCurrent: 0x7f2b774464d0: ver 3 0 (tinfo 0x7f2da63db180) (first time),aede8d1d,eglMakeCurrent: <*>: ver <*> <*> (tinfo <*>) (first time),"['0x7f2b774464d0', '3 0', '0x7f2da63db180']",0
1051,06-30,19:49:52.166,626,978,D,HostConnection,createUnique: call,9cfde1e0,createUnique: call,[],0
1052,06-30,19:49:52.166,626,978,D,system_server,createVirtioGpuAddressSpaceStream: create subdevice and get resp,24ca9ef0,createVirtioGpuAddressSpaceStream: create subdevice and get resp,[],0
1053,06-30,19:49:52.167,440,3459,I,RanchuHwc,"validateDisplay: layer 30 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['30', '1']",0
1054,06-30,19:49:52.167,440,3459,I,RanchuHwc,"validateDisplay: layer 29 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['29', '1']",0
1055,06-30,19:49:52.173,626,978,D,goldfish-address-space,virtgpu_address_space_create_context_with_subdevice: resp bo: 1 resid 168 mapped 0x7f2d9fe03000,9e74bf9e,virtgpu_address_space_create_context_with_subdevice: resp bo: <*> resid <*> mapped <*>,"['1', '168', '0x7f2d9fe03000']",0
1056,06-30,19:49:52.174,626,978,D,system_server,createVirtioGpuAddressSpaceStream: create subdevice and get resp (done),509c31c0,createVirtioGpuAddressSpaceStream: create subdevice and get resp (done),[],0
1057,06-30,19:49:52.174,626,978,D,system_server,createVirtioGpuAddressSpaceStream: ping returned. context ring and buffer sizes 12288 1048576,bf619eec,createVirtioGpuAddressSpaceStream: ping returned. context ring and buffer sizes <*> <*>,['12288 1048576'],0
1058,06-30,19:49:52.175,626,978,D,system_server,createVirtioGpuAddressSpaceStream: hostmem size: 1060864,b624cc6d,createVirtioGpuAddressSpaceStream: hostmem size: <*>,['1060864'],0
1059,06-30,19:49:52.175,626,978,D,HostConnection,"HostConnection::get() New Host Connection established 0x7f2b77447190, tid 978",11082506,"HostConnection::get() New Host Connection established <*>, tid <*>","['0x7f2b77447190', '978']",0
1060,06-30,19:49:52.176,626,978,D,HostConnection,HostComposition ext ANDROID_EMU_host_composition_v1 ANDROID_EMU_host_composition_v2 ANDROID_EMU_vulkan ANDROID_EMU_deferred_vulkan_commands ANDROID_EMU_vulkan_null_optional_strings ANDROID_EMU_vulkan_create_resources_with_requirements ANDROID_EMU_vulkan_ignored_handles ANDROID_EMU_virtio_gpu_next ANDROID_EMU_vulkan_free_memory_sync ANDROID_EMU_vulkan_shader_float16_int8 ANDROID_EMU_vulkan_async_queue_submit ANDROID_EMU_vulkan_queue_submit_with_commands ANDROID_EMU_vulkan_batched_descriptor_set_update ANDROID_EMU_virtio_gpu_native_sync ANDROID_EMU_sync_buffer_data ANDROID_EMU_vulkan_async_qsri GL_OES_EGL_image_external_essl3 GL_OES_vertex_array_object GL_KHR_texture_compression_astc_ldr GL_EXT_texture_compression_rgtc ANDROID_EMU_host_side_tracing ANDROID_EMU_gles_max_version_3_0,0c0ec5fb,HostComposition ext ANDROID_EMU_host_composition_v1 ANDROID_EMU_host_composition_v2 ANDROID_EMU_vulkan ANDROID_EMU_deferred_vulkan_commands ANDROID_EMU_vulkan_null_optional_strings ANDROID_EMU_vulkan_create_resources_with_requirements ANDROID_EMU_vulkan_ignored_handles ANDROID_EMU_virtio_gpu_next ANDROID_EMU_vulkan_free_memory_sync ANDROID_EMU_vulkan_shader_float16_int8 ANDROID_EMU_vulkan_async_queue_submit ANDROID_EMU_vulkan_queue_submit_with_commands ANDROID_EMU_vulkan_batched_descriptor_set_update ANDROID_EMU_virtio_gpu_native_sync ANDROID_EMU_sync_buffer_data ANDROID_EMU_vulkan_async_qsri GL_OES_EGL_image_external_essl3 GL_OES_vertex_array_object GL_KHR_texture_compression_astc_ldr GL_EXT_texture_compression_rgtc ANDROID_EMU_host_side_tracing ANDROID_EMU_gles_max_version_3_0,[],0
1061,06-30,19:49:52.179,440,3459,I,RanchuHwc,"validateDisplay: layer 30 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['30', '1']",0
1062,06-30,19:49:52.179,440,3459,I,RanchuHwc,"validateDisplay: layer 29 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['29', '1']",0
1063,06-30,19:49:52.197,440,3459,I,RanchuHwc,"validateDisplay: layer 30 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['30', '1']",0
1064,06-30,19:49:52.197,440,3459,I,RanchuHwc,"validateDisplay: layer 29 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['29', '1']",0
1065,06-30,19:49:52.213,440,3459,I,RanchuHwc,"validateDisplay: layer 30 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['30', '1']",0
1066,06-30,19:49:52.213,440,3459,I,RanchuHwc,"validateDisplay: layer 29 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['29', '1']",0
1067,06-30,19:49:52.224,486,501,E,SurfaceFlinger,Only WindowManager is allowed to use eEarlyWakeup[Start|End] flags,5de975b3,Only WindowManager is allowed to use eEarlyWakeup[Start|End] flags,[],0
1068,06-30,19:49:52.230,440,3459,I,RanchuHwc,"validateDisplay: layer 30 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['30', '1']",0
1069,06-30,19:49:52.230,440,3459,I,RanchuHwc,"validateDisplay: layer 29 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['29', '1']",0
1070,06-30,19:49:52.318,807,1108,D,EGL_emulation,app_time_stats: avg=17.36ms min=1.46ms max=50.92ms count=54,09f96292,app_time_stats: <*> <*> <*> count=<*>,"['avg=17.36ms', 'min=1.46ms max=50.92ms', '54']",0
1071,06-30,19:49:52.983,1090,1386,D,EGL_emulation,app_time_stats: avg=20.88ms min=1.12ms max=619.30ms count=37,09f96292,app_time_stats: <*> <*> <*> count=<*>,"['avg=20.88ms', 'min=1.12ms max=619.30ms', '37']",0
1072,06-30,19:49:53.020,486,616,E,SurfaceFlinger,Only WindowManager is allowed to use eEarlyWakeup[Start|End] flags,5de975b3,Only WindowManager is allowed to use eEarlyWakeup[Start|End] flags,[],0
1073,06-30,19:49:53.096,440,3459,I,RanchuHwc,"validateDisplay: layer 31 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['31', '1']",0
1074,06-30,19:49:53.097,440,3459,I,RanchuHwc,"validateDisplay: layer 29 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['29', '1']",0
1075,06-30,19:49:53.113,440,3459,I,RanchuHwc,"validateDisplay: layer 31 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['31', '1']",0
1076,06-30,19:49:53.113,440,3459,I,RanchuHwc,"validateDisplay: layer 29 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['29', '1']",0
1077,06-30,19:49:53.120,807,1108,D,EGL_emulation,app_time_stats: avg=22.85ms min=1.62ms max=672.28ms count=44,09f96292,app_time_stats: <*> <*> <*> count=<*>,"['avg=22.85ms', 'min=1.62ms max=672.28ms', '44']",0
1078,06-30,19:49:53.130,440,3459,I,RanchuHwc,"validateDisplay: layer 31 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['31', '1']",0
1079,06-30,19:49:53.130,440,3459,I,RanchuHwc,"validateDisplay: layer 29 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['29', '1']",0
1080,06-30,19:49:53.147,440,3459,I,RanchuHwc,"validateDisplay: layer 31 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['31', '1']",0
1081,06-30,19:49:53.147,440,3459,I,RanchuHwc,"validateDisplay: layer 29 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['29', '1']",0
1082,06-30,19:49:53.163,440,3459,I,RanchuHwc,"validateDisplay: layer 31 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['31', '1']",0
1083,06-30,19:49:53.163,440,3459,I,RanchuHwc,"validateDisplay: layer 29 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['29', '1']",0
1084,06-30,19:49:53.180,440,3459,I,RanchuHwc,"validateDisplay: layer 31 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['31', '1']",0
1085,06-30,19:49:53.180,440,3459,I,RanchuHwc,"validateDisplay: layer 29 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['29', '1']",0
1086,06-30,19:49:53.197,440,3459,I,RanchuHwc,"validateDisplay: layer 31 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['31', '1']",0
1087,06-30,19:49:53.197,440,3459,I,RanchuHwc,"validateDisplay: layer 29 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['29', '1']",0
1088,06-30,19:49:53.213,440,3459,I,RanchuHwc,"validateDisplay: layer 31 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['31', '1']",0
1089,06-30,19:49:53.213,440,3459,I,RanchuHwc,"validateDisplay: layer 29 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['29', '1']",0
1090,06-30,19:49:53.222,626,1351,E,TaskPersister,File error accessing recents directory (directory doesn't exist?).,82eda2db,File error accessing recents directory (directory doesn't exist?).,[],0
1091,06-30,19:49:53.230,440,3459,I,RanchuHwc,"validateDisplay: layer 31 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['31', '1']",0
1092,06-30,19:49:53.230,440,3459,I,RanchuHwc,"validateDisplay: layer 29 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['29', '1']",0
1093,06-30,19:49:53.247,440,3459,I,RanchuHwc,"validateDisplay: layer 31 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['31', '1']",0
1094,06-30,19:49:53.247,440,3459,I,RanchuHwc,"validateDisplay: layer 29 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['29', '1']",0
1095,06-30,19:49:53.256,486,569,E,SurfaceFlinger,Only WindowManager is allowed to use eEarlyWakeup[Start|End] flags,5de975b3,Only WindowManager is allowed to use eEarlyWakeup[Start|End] flags,[],0
1096,06-30,19:49:53.652,626,798,D,CompatibilityChangeReporter,Compat change id reported: 161252188; UID 10058; state: DISABLED,59710913,Compat change id reported: <*>; UID <*>; state: <*>,"['161252188', '10058', 'DISABLED']",0
1097,06-30,19:49:53.652,626,798,I,ActivityTaskManager,"START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 pkg=org.chromium.webview_shell cmp=org.chromium.webview_shell/.WebViewBrowserActivity bnds=[360,1060][532,1182]} from uid 10075",859f995b,START u0 {act=<*> <*> flg=<*> <*> <*> <*> from uid <*>,"['android.intent.action.MAIN cat=[android.intent.category.LAUNCHER]', '0x10200000', 'pkg=org.chromium.webview_shell cmp=org.chromium.webview_shell/.WebViewBrowserActivity bnds=[360,1060][532,1182]}', '10075']",0
1098,06-30,19:49:53.654,626,798,D,CompatibilityChangeReporter,Compat change id reported: 194480991; UID 10058; state: ENABLED,59710913,Compat change id reported: <*>; UID <*>; state: <*>,"['194480991', '10058', 'ENABLED']",0
1099,06-30,19:49:53.655,626,798,D,CompatibilityChangeReporter,Compat change id reported: 174042980; UID 10058; state: DISABLED,59710913,Compat change id reported: <*>; UID <*>; state: <*>,"['174042980', '10058', 'DISABLED']",0
1100,06-30,19:49:53.655,626,647,I,DropBoxManagerService,add tag=system_app_strictmode isTagEnabled=true flags=0x2,ee3e9896,add <*> isTagEnabled=true flags=<*>,"['tag=system_app_strictmode', '0x2']",0
1101,06-30,19:49:53.657,626,798,D,CompatibilityChangeReporter,Compat change id reported: 184838306; UID 10058; state: DISABLED,59710913,Compat change id reported: <*>; UID <*>; state: <*>,"['184838306', '10058', 'DISABLED']",0
1102,06-30,19:49:53.657,626,798,D,CompatibilityChangeReporter,Compat change id reported: 185004937; UID 10058; state: DISABLED,59710913,Compat change id reported: <*>; UID <*>; state: <*>,"['185004937', '10058', 'DISABLED']",0
1103,06-30,19:49:53.657,626,798,D,CompatibilityChangeReporter,Compat change id reported: 181136395; UID 10058; state: DISABLED,59710913,Compat change id reported: <*>; UID <*>; state: <*>,"['181136395', '10058', 'DISABLED']",0
1104,06-30,19:49:53.658,626,798,D,CompatibilityChangeReporter,Compat change id reported: 174042936; UID 10058; state: DISABLED,59710913,Compat change id reported: <*>; UID <*>; state: <*>,"['174042936', '10058', 'DISABLED']",0
1105,06-30,19:49:53.660,626,798,D,CompatibilityChangeReporter,Compat change id reported: 197654537; UID 10058; state: DISABLED,59710913,Compat change id reported: <*>; UID <*>; state: <*>,"['197654537', '10058', 'DISABLED']",0
1106,06-30,19:49:53.661,626,798,V,SplashScreenExceptionList,SplashScreen checking exception for package org.chromium.webview_shell (target sdk:29) -> false,9e2bee30,SplashScreen checking exception for package <*> (target sdk:<*>) -> false,"['org.chromium.webview_shell', '29) ->']",0
1107,06-30,19:49:53.664,626,798,D,CompatibilityChangeReporter,Compat change id reported: 205907456; UID 10058; state: DISABLED,59710913,Compat change id reported: <*>; UID <*>; state: <*>,"['205907456', '10058', 'DISABLED']",0
1108,06-30,19:49:53.666,626,798,D,CompatibilityChangeReporter,Compat change id reported: 194833441; UID 10058; state: DISABLED,59710913,Compat change id reported: <*>; UID <*>; state: <*>,"['194833441', '10058', 'DISABLED']",0
1109,06-30,19:49:53.668,626,648,D,CompatibilityChangeReporter,Compat change id reported: 135634846; UID 10058; state: DISABLED,59710913,Compat change id reported: <*>; UID <*>; state: <*>,"['135634846', '10058', 'DISABLED']",0
1110,06-30,19:49:53.672,626,648,D,CompatibilityChangeReporter,Compat change id reported: 177438394; UID 10058; state: DISABLED,59710913,Compat change id reported: <*>; UID <*>; state: <*>,"['177438394', '10058', 'DISABLED']",0
1111,06-30,19:49:53.672,626,648,D,CompatibilityChangeReporter,Compat change id reported: 135772972; UID 10058; state: DISABLED,59710913,Compat change id reported: <*>; UID <*>; state: <*>,"['135772972', '10058', 'DISABLED']",0
1112,06-30,19:49:53.672,626,648,D,CompatibilityChangeReporter,Compat change id reported: 135754954; UID 10058; state: DISABLED,59710913,Compat change id reported: <*>; UID <*>; state: <*>,"['135754954', '10058', 'DISABLED']",0
1113,06-30,19:49:53.673,626,656,D,CompatibilityChangeReporter,Compat change id reported: 143937733; UID 10058; state: DISABLED,59710913,Compat change id reported: <*>; UID <*>; state: <*>,"['143937733', '10058', 'DISABLED']",0
1114,06-30,19:49:53.679,626,2487,D,CompatibilityChangeReporter,Compat change id reported: 168419799; UID 10058; state: DISABLED,59710913,Compat change id reported: <*>; UID <*>; state: <*>,"['168419799', '10058', 'DISABLED']",0
1115,06-30,19:49:53.682,626,2487,D,CoreBackPreview,"Window{c74072a u0 Splash Screen org.chromium.webview_shell}: Setting back callback OnBackInvokedCallbackInfo{mCallback=android.window.IOnBackInvokedCallback$Stub$Proxy@8564ab8, mPriority=0}",ae1351a0,Window{<*> u0 <*> <*> <*> <*> <*> <*> <*> <*>,"['c74072a', 'Splash', 'Screen', 'org.chromium.webview_shell}:', 'Setting back callback OnBackInvokedCallbackInfo{mCallback=android.window.IOnBackInvokedCallback$Stub$Proxy@8564ab8, mPriority=0}']",0
1116,06-30,19:49:53.693,807,869,D,SplashScreenView,"Build android.window.SplashScreenView{5cc4976 V.E...... ......ID 0,0-0,0}",0cdbc92c,"Build <*>{<*> V.E...... ......ID <*>,<*><*>,<*>}","['android.window.SplashScreenView{5cc4976', '', '0,0-0,0']",0
1117,06-30,19:49:53.693,807,869,D,SplashScreenView,"Icon: view: android.widget.ImageView{da16b77 V.ED..... ......I. 0,0-0,0 #10204dc android:id/splashscreen_icon_view} drawable: com.android.wm.shell.startingsurface.SplashscreenIconDrawableFactory$ImmobileIconDrawable@18333e4 size: 320",16e1cd2d,"Icon: view: <*>{<*> V.ED..... ......I. <*>,<*><*>,<*> #<*> android:id<*>} drawable: <*>$ImmobileIconDrawable@<*> size: <*>","['android.widget.ImageView{da16b77', '', '0,0-0,0', '10204dc', '/splashscreen_icon_view', 'com.android.wm.shell.startingsurface.SplashscreenIconDrawableFactory', '18333e4', '320']",0
1118,06-30,19:49:53.693,807,869,D,SplashScreenView,"Branding: view: android.view.View{504c04d G.ED..... ......I. 0,0-0,0 #10204db android:id/splashscreen_branding_view} drawable: null size w: 0 h: 0",0ca356cd,"Branding: view: <*>{<*> G.ED..... ......I. <*>,<*><*>,<*> #<*> android:id<*>} drawable: null size w: <*> h: <*>","['android.view.View{504c04d', '', '0,0-0,0', '10204db', '/splashscreen_branding_view', '0', '0']",0
1119,06-30,19:49:53.701,401,401,D,Zygote  ,Forked child process 3481,b4e7d82f,Forked child process <*>,['3481'],0
1120,06-30,19:49:53.707,807,1108,E,OpenGLRenderer,Unable to match the desired swap behavior.,f71fc1d2,Unable to match the desired swap behavior.,[],0
1121,06-30,19:49:53.707,626,656,I,ActivityManager,Start proc 3481:org.chromium.webview_shell/u0a58 for next-top-activity {org.chromium.webview_shell/org.chromium.webview_shell.WebViewBrowserActivity},09d766df,Start proc <*> for <*> {<*><*>.<*>},"['3481:org.chromium.webview_shell/u0a58', 'next-top-activity', 'org', 'chromium.webview_shell/org.chromium.webview_shell.WebViewBrowserActivity']",0
1122,06-30,19:49:53.712,807,1108,W,Parcel  ,Expecting binder but got null!,1d69ec94,Expecting binder but got null!,[],0
1123,06-30,19:49:53.730,486,486,I,BpBinder,onLastStrongRef automatically unlinking death recipients: <uncached descriptor>,1a69e779,onLastStrongRef automatically unlinking death recipients: <uncached descriptor>,[],0
1124,06-30,19:49:53.743,1955,1962,I,adbd    ,jdwp connection from 3481,1988aa9f,jdwp connection from <*>,['3481'],0
1125,06-30,19:49:53.759,3481,3481,D,CompatibilityChangeReporter,Compat change id reported: 171979766; UID 10058; state: DISABLED,59710913,Compat change id reported: <*>; UID <*>; state: <*>,"['171979766', '10058', 'DISABLED']",0
1126,06-30,19:49:53.767,3481,3481,D,ApplicationLoaders,Returning zygote-cached class loader: /system/framework/android.test.base.jar,cd15bb28,Returning zygote-cached class loader: <*>.<*>,['/system/framework/android.test.base.jar'],0
1127,06-30,19:49:53.780,440,3459,I,RanchuHwc,"validateDisplay: layer 32 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['32', '1']",0
1128,06-30,19:49:53.788,3481,3481,D,ApplicationLoaders,Returning zygote-cached class loader: /system/framework/android.test.base.jar,cd15bb28,Returning zygote-cached class loader: <*>.<*>,['/system/framework/android.test.base.jar'],0
1129,06-30,19:49:53.790,3481,3481,W,m.webview_shell,"ClassLoaderContext shared library size mismatch. Expected=0, found=2 (PCL[] | PCL[]{PCL[/system/framework/android.test.base.jar*2876549756]#PCL[/system/framework/android.test.mock.jar*4109917914]})",68cc6927,"ClassLoaderContext shared library size mismatch. Expected=<*>, found=<*> (PCL[] | PCL[]{PCL[<*>.<*>*<*>]#PCL[<*>.<*>*<*>]})","['0', '2', '/system/framework/android.test.base.jar', '2876549756', '/system/framework/android.test.mock.jar', '4109917914']",0
1130,06-30,19:49:53.794,3481,3481,D,nativeloader,classloader namespace configured for unbundled product apk. library_path=/product/app/Browser2/lib/x86_64:/product/lib64:/system/product/lib64,b8333851,classloader namespace configured for unbundled product apk. <*>,['library_path=/product/app/Browser2/lib/x86_64:/product/lib64:/system/product/lib64'],0
1131,06-30,19:49:53.796,440,3459,I,RanchuHwc,"validateDisplay: layer 32 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['32', '1']",0
1132,06-30,19:49:53.802,3481,3481,V,GraphicsEnvironment,ANGLE Developer option for 'org.chromium.webview_shell' set to: 'default',6c476282,ANGLE Developer option for '<*>' set to: 'default',['org.chromium.webview_shell'],0
1133,06-30,19:49:53.802,3481,3481,V,GraphicsEnvironment,ANGLE GameManagerService for org.chromium.webview_shell: false,e9dfa4cd,ANGLE GameManagerService for <*>: false,['org.chromium.webview_shell'],0
1134,06-30,19:49:53.802,3481,3481,V,GraphicsEnvironment,Neither updatable production driver nor prerelease driver is supported.,a8b6f394,Neither updatable production driver nor prerelease driver is supported.,[],0
1135,06-30,19:49:53.804,3481,3481,D,NetworkSecurityConfig,Using Network Security Config from resource network_security_config debugBuild: false,279fbfd9,Using Network Security Config from resource network_security_config debugBuild: false,[],0
1136,06-30,19:49:53.805,3481,3481,D,NetworkSecurityConfig,Using Network Security Config from resource network_security_config debugBuild: false,279fbfd9,Using Network Security Config from resource network_security_config debugBuild: false,[],0
1137,06-30,19:49:53.813,440,3459,I,RanchuHwc,"validateDisplay: layer 32 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['32', '1']",0
1138,06-30,19:49:53.830,440,3459,I,RanchuHwc,"validateDisplay: layer 32 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['32', '1']",0
1139,06-30,19:49:53.833,3481,3481,I,WebViewFactory,Loading com.android.webview version 101.0.4951.61 (code 495156106),6dabb976,Loading <*> <*> <*> <*> <*>,"['com.android.webview', 'version', '101.0.4951.61 (code 495156106)']",0
1140,06-30,19:49:53.837,3481,3481,D,nativeloader,classloader namespace configured for unbundled product apk. library_path=/product/app/webview/lib/x86_64:/product/app/webview/webview.apk!/lib/x86_64:/product/lib64:/system/product/lib64,b8333851,classloader namespace configured for unbundled product apk. <*>,['library_path=/product/app/webview/lib/x86_64:/product/app/webview/webview.apk!/lib/x86_64:/product/lib64:/system/product/lib64'],0
1141,06-30,19:49:53.846,440,3459,I,RanchuHwc,"validateDisplay: layer 32 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['32', '1']",0
1142,06-30,19:49:53.863,440,3459,I,RanchuHwc,"validateDisplay: layer 32 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['32', '1']",0
1143,06-30,19:49:53.873,3481,3481,I,cr_WVCFactoryProvider,Loaded version=101.0.4951.61 minSdkVersion=23 isBundle=false multiprocess=true packageId=2,2104484f,Loaded version=<*> minSdkVersion=<*> isBundle=false multiprocess=true packageId=<*>,"['101.0.4951.61', '23', '2']",0
1144,06-30,19:49:53.880,440,3459,I,RanchuHwc,"validateDisplay: layer 32 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['32', '1']",0
1145,06-30,19:49:53.890,3481,3504,I,cr_VariationsUtils,"Failed reading seed file ""/data/user/0/org.chromium.webview_shell/app_webview/variations_seed_new""",b441d2c2,"Failed reading seed file ""<*>.chromium.webview_shell<*>""","['/data/user/0/org', '/app_webview/variations_seed_new']",0
1146,06-30,19:49:53.891,3481,3504,I,cr_VariationsUtils,"Failed reading seed file ""/data/user/0/org.chromium.webview_shell/app_webview/variations_seed""",b441d2c2,"Failed reading seed file ""<*>.chromium.webview_shell<*>""","['/data/user/0/org', '/app_webview/variations_seed']",0
1147,06-30,19:49:53.891,3481,3504,I,cr_VariationsUtils,Requesting new seed from IVariationsSeedServer,8eed2576,Requesting new seed from IVariationsSeedServer,[],0
1148,06-30,19:49:53.892,626,2763,D,CompatibilityChangeReporter,Compat change id reported: 161252188; UID 10070; state: ENABLED,59710913,Compat change id reported: <*>; UID <*>; state: <*>,"['161252188', '10070', 'ENABLED']",0
1149,06-30,19:49:53.895,626,656,D,CompatibilityChangeReporter,Compat change id reported: 143937733; UID 10070; state: ENABLED,59710913,Compat change id reported: <*>; UID <*>; state: <*>,"['143937733', '10070', 'ENABLED']",0
1150,06-30,19:49:53.896,440,3459,I,RanchuHwc,"validateDisplay: layer 32 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['32', '1']",0
1151,06-30,19:49:53.899,3481,3481,I,cr_LibraryLoader,Successfully loaded native library,579aaf0f,Successfully <*> <*> <*>,"['loaded', 'native library']",0
1152,06-30,19:49:53.902,3481,3481,I,cr_CachingUmaRecorder,Flushed 9 samples from 9 histograms.,23685e16,Flushed <*> samples from <*> histograms.,"['9', '9']",0
1153,06-30,19:49:53.913,440,3459,I,RanchuHwc,"validateDisplay: layer 32 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['32', '1']",0
1154,06-30,19:49:53.919,626,2487,D,CompatibilityChangeReporter,Compat change id reported: 161145287; UID 10058; state: DISABLED,59710913,Compat change id reported: <*>; UID <*>; state: <*>,"['161145287', '10058', 'DISABLED']",0
1155,06-30,19:49:53.924,402,402,I,Zygote  ,Entering forkRepeatedly native zygote loop,a64d4b6d,Entering forkRepeatedly native zygote loop,[],0
1156,06-30,19:49:53.926,626,2487,D,CompatibilityChangeReporter,Compat change id reported: 135634846; UID 99000; state: DISABLED,59710913,Compat change id reported: <*>; UID <*>; state: <*>,"['135634846', '99000', 'DISABLED']",0
1157,06-30,19:49:53.930,440,3459,I,RanchuHwc,"validateDisplay: layer 32 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['32', '1']",0
1158,06-30,19:49:53.938,402,402,D,Zygote  ,Forked child process 3506,b4e7d82f,Forked child process <*>,['3506'],0
1159,06-30,19:49:53.938,626,656,I,ActivityManager,Start proc 3506:com.android.webview:webview_service/u0a70 for service {com.android.webview/org.chromium.android_webview.services.VariationsSeedServer},09d766df,Start proc <*> for <*> {<*><*>.<*>},"['3506:com.android.webview:webview_service/u0a70', 'service', 'com', 'android.webview/org.chromium.android_webview.services.VariationsSeedServer']",0
1160,06-30,19:49:53.939,626,656,D,CompatibilityChangeReporter,Compat change id reported: 143937733; UID 10058; state: ENABLED,59710913,Compat change id reported: <*>; UID <*>; state: <*>,"['143937733', '10058', 'ENABLED']",0
1161,06-30,19:49:53.941,1045,1045,I,Zygote  ,Entering forkRepeatedly native zygote loop,a64d4b6d,Entering forkRepeatedly native zygote loop,[],0
1162,06-30,19:49:53.946,440,3459,I,RanchuHwc,"validateDisplay: layer 32 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['32', '1']",0
